record_id,campaign_id,campaign_name,audience_segment,region,customer_type,treatment_group,reach_pct,frequency,impressions,spend_cad,brand_awareness,purchase_intent,website_visit,store_visit,conversion
14725,NSB-04,Family Meals,25-34,Ontario,Existing,Treatment,73.4,5.16,440,115.89,0.499,0.3402,0,0,0
14726,NSB-04,Family Meals,45-54,Ontario,New,Control,68.6,5.98,476,121.71,0.4158,0.2319,0,0,0
14727,NSB-03,Late Night,45-54,Ontario,New,Treatment,49.5,1.57,82,11.36,0.4856,0.236,0,0,0
14728,NSB-02,Summer Value,25-34,Ontario,Existing,Control,39.4,2.89,139,44.35,0.4629,0.2974,1,0,0
14729,NSB-04,Family Meals,18-24,Ontario,Existing,Treatment,77.4,3.31,338,78.8,0.4813,0.2484,0,0,0
14730,NSB-04,Family Meals,25-34,Ontario,New,Control,63.2,1.41,90,11.75,0.4211,0.3127,0,0,0
14731,NSB-04,Family Meals,35-44,Ontario,New,Treatment,67.0,1.88,167,19.35,0.5524,0.2876,0,0,0
14732,NSB-01,Spring Launch,45-54,Ontario,New,Treatment,74.4,2.9,244,45.26,0.4696,0.2823,0,0,0
14733,NSB-01,Spring Launch,45-54,Ontario,New,Treatment,90.7,5.8,638,162.35,0.4101,0.2644,0,0,0
14734,NSB-03,Late Night,35-44,British Columbia,New,Treatment,55.4,1.9,139,50.61,0.5817,0.3202,0,0,1
14735,NSB-02,Summer Value,35-44,Manitoba,New,Control,59.7,4.23,311,88.58,0.4134,0.2149,0,0,0
14736,NSB-01,Spring Launch,18-24,British Columbia,Existing,Treatment,60.2,3.24,263,95.2,0.4661,0.2988,0,0,0
14737,NSB-01,Spring Launch,18-24,British Columbia,Existing,Control,55.1,3.29,213,67.93,0.4456,0.2725,0,0,0
14738,NSB-04,Family Meals,35-44,Alberta,Existing,Treatment,92.8,1.0,101,23.45,0.4653,0.2578,0,0,0
14739,NSB-04,Family Meals,35-44,British Columbia,New,Control,79.7,6.17,596,133.07,0.4076,0.2226,0,0,0
14740,NSB-02,Summer Value,45-54,Quebec,New,Control,74.8,4.38,397,62.44,0.4181,0.2425,0,0,0
14741,NSB-04,Family Meals,25-34,British Columbia,Existing,Treatment,73.7,1.17,85,36.54,0.4766,0.3361,1,0,0
14742,NSB-03,Late Night,18-24,Ontario,Existing,Control,63.4,5.97,484,129.51,0.4772,0.216,0,0,0
14743,NSB-04,Family Meals,25-34,British Columbia,New,Control,30.4,2.47,65,30.58,0.4285,0.2012,0,0,0
14744,NSB-02,Summer Value,45-54,British Columbia,Existing,Treatment,95.0,7.1,799,220.24,0.4986,0.2379,0,0,0
14745,NSB-01,Spring Launch,35-44,Alberta,New,Control,60.6,1.22,65,49.35,0.374,0.2615,0,0,0
14746,NSB-02,Summer Value,18-24,British Columbia,New,Control,78.0,6.15,556,160.81,0.426,0.2257,0,0,0
14747,NSB-02,Summer Value,45-54,British Columbia,New,Treatment,80.4,5.3,504,129.24,0.4729,0.2771,0,0,0
14748,NSB-03,Late Night,25-34,Ontario,Existing,Treatment,63.2,1.0,42,19.98,0.5429,0.3275,0,0,0
14749,NSB-01,Spring Launch,25-34,Alberta,New,Treatment,95.0,4.41,494,143.82,0.5173,0.3399,0,0,0
14750,NSB-04,Family Meals,25-34,Quebec,New,Treatment,81.8,5.19,501,95.94,0.5137,0.2902,0,0,0
14751,NSB-01,Spring Launch,35-44,British Columbia,Existing,Control,54.8,3.24,226,56.74,0.4873,0.2462,0,0,0
14752,NSB-01,Spring Launch,35-44,Ontario,Existing,Treatment,79.0,8.61,821,274.93,0.4688,0.3042,0,0,0
14753,NSB-02,Summer Value,35-44,Manitoba,New,Treatment,83.1,3.21,319,89.35,0.4487,0.2525,0,0,0
14754,NSB-02,Summer Value,35-44,Quebec,New,Control,65.1,3.61,299,62.77,0.4015,0.2087,0,0,0
14755,NSB-02,Summer Value,18-24,Quebec,Existing,Control,75.3,2.94,277,76.78,0.4238,0.1848,0,0,0
14756,NSB-03,Late Night,25-34,Alberta,Existing,Control,62.7,2.88,232,71.95,0.459,0.2685,0,0,0
14757,NSB-02,Summer Value,45-54,British Columbia,Existing,Control,58.5,3.87,262,42.52,0.4419,0.2498,0,0,0
14758,NSB-03,Late Night,35-44,British Columbia,Existing,Treatment,67.6,4.99,401,104.72,0.5397,0.2987,0,0,0
14759,NSB-03,Late Night,25-34,Manitoba,New,Treatment,67.6,5.98,493,163.47,0.5619,0.3361,1,0,0
14760,NSB-01,Spring Launch,18-24,British Columbia,New,Control,61.8,4.47,326,97.56,0.4371,0.1866,0,0,0
14761,NSB-03,Late Night,18-24,Ontario,Existing,Treatment,34.1,6.88,304,84.51,0.5221,0.2982,0,0,0
14762,NSB-04,Family Meals,25-34,Quebec,Existing,Treatment,89.0,1.86,217,27.7,0.4916,0.3049,0,0,0
14763,NSB-01,Spring Launch,18-24,Quebec,New,Control,84.9,5.95,602,162.14,0.4259,0.2439,0,0,0
14764,NSB-02,Summer Value,25-34,Alberta,Existing,Control,53.0,4.6,293,56.62,0.4066,0.2514,0,0,0
14765,NSB-04,Family Meals,45-54,Ontario,New,Control,61.0,2.31,188,52.67,0.377,0.2306,0,0,0
14766,NSB-02,Summer Value,25-34,British Columbia,Existing,Treatment,50.6,3.75,188,50.0,0.517,0.2324,0,0,0
14767,NSB-02,Summer Value,45-54,Alberta,New,Control,41.8,7.6,364,100.75,0.3678,0.248,0,0,0
14768,NSB-04,Family Meals,35-44,Manitoba,Existing,Control,50.0,4.25,251,71.6,0.4337,0.24,0,0,0
14769,NSB-01,Spring Launch,18-24,Alberta,Existing,Treatment,67.1,4.42,346,56.7,0.3327,0.2659,0,0,0
14770,NSB-01,Spring Launch,35-44,Ontario,Existing,Control,71.2,1.29,115,23.63,0.3756,0.2819,0,0,0
14771,NSB-04,Family Meals,18-24,Quebec,Existing,Control,51.1,2.98,187,16.0,0.3809,0.2424,0,0,0
14772,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,61.2,6.11,415,79.33,0.5094,0.2712,0,0,1
14773,NSB-02,Summer Value,18-24,Ontario,New,Control,69.6,9.37,777,170.06,0.3873,0.2642,0,0,0
14774,NSB-02,Summer Value,25-34,British Columbia,Existing,Control,55.8,5.12,333,82.35,0.4886,0.2491,0,0,0
14775,NSB-04,Family Meals,35-44,Manitoba,Existing,Treatment,72.8,3.78,351,56.75,0.4752,0.2963,0,0,0
14776,NSB-03,Late Night,18-24,Ontario,New,Treatment,51.1,4.0,262,59.28,0.5012,0.284,0,0,0
14777,NSB-01,Spring Launch,18-24,Quebec,Existing,Treatment,95.0,1.92,192,39.87,0.3864,0.2293,0,0,0
14778,NSB-01,Spring Launch,25-34,Alberta,Existing,Control,56.2,6.48,433,110.79,0.5011,0.2496,0,0,0
14779,NSB-02,Summer Value,25-34,Quebec,Existing,Treatment,60.5,3.94,249,77.85,0.5199,0.2472,1,0,1
14780,NSB-04,Family Meals,45-54,Ontario,New,Control,49.3,3.83,220,40.34,0.4721,0.2462,0,0,0
14781,NSB-04,Family Meals,18-24,British Columbia,Existing,Treatment,34.6,2.17,102,33.61,0.511,0.2681,0,0,0
14782,NSB-04,Family Meals,25-34,Alberta,Existing,Control,71.2,4.02,321,85.85,0.418,0.1955,0,0,0
14783,NSB-04,Family Meals,25-34,Quebec,Existing,Treatment,46.8,7.12,403,83.76,0.4602,0.2718,1,0,1
14784,NSB-03,Late Night,25-34,Alberta,New,Control,68.5,1.4,106,31.18,0.4125,0.2668,0,0,0
14785,NSB-02,Summer Value,35-44,Ontario,New,Control,56.6,3.96,251,44.74,0.4615,0.2568,0,1,0
14786,NSB-03,Late Night,25-34,Quebec,New,Control,83.4,1.22,94,18.77,0.4284,0.2512,0,1,0
14787,NSB-03,Late Night,35-44,Ontario,New,Treatment,64.6,4.78,344,60.35,0.5413,0.2997,0,0,0
14788,NSB-02,Summer Value,25-34,Quebec,New,Treatment,42.0,3.01,144,53.96,0.4397,0.301,0,0,0
14789,NSB-01,Spring Launch,18-24,Ontario,New,Treatment,67.0,2.16,218,55.81,0.4773,0.3196,0,0,0
14790,NSB-04,Family Meals,35-44,British Columbia,New,Control,95.0,3.25,355,48.87,0.4256,0.2359,0,0,0
14791,NSB-02,Summer Value,35-44,Manitoba,Existing,Treatment,62.1,3.18,224,47.38,0.4374,0.2211,0,0,0
14792,NSB-02,Summer Value,25-34,Alberta,Existing,Treatment,57.5,3.1,223,38.03,0.4953,0.2713,0,1,0
14793,NSB-03,Late Night,18-24,Quebec,New,Treatment,74.4,4.21,364,84.73,0.4479,0.2521,1,0,0
14794,NSB-03,Late Night,25-34,British Columbia,Existing,Control,56.0,2.33,159,33.69,0.5039,0.2873,0,0,0
14795,NSB-01,Spring Launch,25-34,Alberta,New,Treatment,66.1,1.88,174,40.74,0.5169,0.2749,0,0,0
14796,NSB-04,Family Meals,18-24,Alberta,Existing,Control,67.9,3.88,320,99.45,0.4478,0.236,0,0,0
14797,NSB-02,Summer Value,35-44,Ontario,New,Treatment,49.9,10.0,586,165.73,0.503,0.2685,1,0,0
14798,NSB-01,Spring Launch,35-44,British Columbia,New,Control,77.6,2.06,219,44.34,0.4379,0.2435,0,0,0
14799,NSB-02,Summer Value,45-54,Alberta,New,Treatment,81.8,1.28,146,27.02,0.4249,0.2294,0,0,0
14800,NSB-03,Late Night,35-44,Alberta,New,Control,53.5,1.0,76,9.67,0.4267,0.2524,0,0,0
14801,NSB-04,Family Meals,35-44,Quebec,New,Control,76.4,5.07,479,141.68,0.446,0.2407,0,0,0
14802,NSB-04,Family Meals,35-44,Ontario,Existing,Treatment,77.9,2.74,262,91.3,0.5174,0.2579,0,0,0
14803,NSB-04,Family Meals,45-54,Quebec,New,Treatment,64.8,4.13,310,89.06,0.5378,0.2577,0,0,0
14804,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,87.5,2.37,271,59.17,0.468,0.2839,0,0,0
14805,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,89.6,10.0,1063,244.91,0.5351,0.2927,0,1,0
14806,NSB-03,Late Night,18-24,Ontario,New,Control,56.5,2.04,98,30.93,0.5128,0.252,0,0,0
14807,NSB-02,Summer Value,25-34,Quebec,New,Treatment,72.1,4.59,414,97.74,0.5092,0.2676,0,0,0
14808,NSB-04,Family Meals,18-24,Ontario,New,Treatment,73.0,2.73,217,47.5,0.464,0.2297,0,1,0
14809,NSB-03,Late Night,25-34,Alberta,Existing,Control,78.5,3.22,275,98.71,0.4644,0.2261,1,0,0
14810,NSB-04,Family Meals,25-34,Quebec,Existing,Treatment,73.1,1.17,89,12.08,0.5373,0.3084,0,0,0
14811,NSB-01,Spring Launch,45-54,Alberta,Existing,Treatment,79.3,5.65,563,169.36,0.4874,0.2177,0,0,0
14812,NSB-02,Summer Value,45-54,British Columbia,New,Control,70.2,5.81,481,78.82,0.4268,0.2371,0,0,0
14813,NSB-02,Summer Value,35-44,Alberta,Existing,Treatment,95.0,1.78,210,31.7,0.4552,0.2491,0,0,0
14814,NSB-01,Spring Launch,25-34,Alberta,Existing,Treatment,65.6,5.78,488,118.75,0.5831,0.2466,0,0,0
14815,NSB-03,Late Night,45-54,British Columbia,New,Control,51.6,4.88,287,63.12,0.406,0.2359,0,0,0
14816,NSB-02,Summer Value,45-54,Quebec,Existing,Treatment,78.3,3.22,308,76.27,0.3915,0.2872,0,0,0
14817,NSB-02,Summer Value,45-54,Ontario,Existing,Treatment,61.1,5.01,372,88.67,0.4801,0.2414,0,0,0
14818,NSB-02,Summer Value,35-44,Ontario,New,Treatment,57.8,5.54,396,109.26,0.4625,0.2644,0,0,0
14819,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,65.1,6.06,486,115.77,0.5542,0.2861,1,1,0
14820,NSB-02,Summer Value,18-24,Ontario,New,Control,71.3,6.68,568,160.15,0.4524,0.2172,0,0,0
14821,NSB-02,Summer Value,45-54,Ontario,Existing,Treatment,55.7,3.59,222,50.4,0.4283,0.2653,0,0,0
14822,NSB-01,Spring Launch,18-24,Ontario,New,Control,76.7,2.86,271,92.39,0.422,0.2756,0,0,0
14823,NSB-02,Summer Value,25-34,British Columbia,New,Treatment,58.3,6.7,432,118.99,0.5335,0.3063,0,0,0
14824,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,77.5,2.99,301,66.66,0.5443,0.3104,0,0,0
14825,NSB-02,Summer Value,18-24,Alberta,New,Control,66.0,2.98,239,79.72,0.457,0.245,0,0,0
14826,NSB-01,Spring Launch,45-54,Ontario,New,Control,71.3,2.27,198,63.5,0.4853,0.2072,1,0,0
14827,NSB-02,Summer Value,25-34,Quebec,Existing,Control,48.1,3.45,193,51.9,0.4913,0.2353,0,1,0
14828,NSB-03,Late Night,18-24,Alberta,Existing,Control,41.5,2.17,100,31.02,0.3919,0.2096,0,0,0
14829,NSB-03,Late Night,45-54,Ontario,New,Control,73.0,2.72,250,70.95,0.4072,0.1784,0,0,0
14830,NSB-04,Family Meals,25-34,Quebec,New,Treatment,95.0,4.23,472,145.67,0.4674,0.3722,0,0,0
14831,NSB-02,Summer Value,45-54,Alberta,New,Control,54.6,1.87,111,31.46,0.4541,0.2998,1,0,0
14832,NSB-02,Summer Value,25-34,Quebec,New,Treatment,92.7,5.08,570,127.5,0.548,0.2708,0,0,0
14833,NSB-04,Family Meals,35-44,Alberta,New,Control,72.6,3.26,277,69.38,0.446,0.2385,0,0,0
14834,NSB-02,Summer Value,25-34,Alberta,New,Treatment,58.6,2.23,145,39.9,0.5176,0.3109,0,0,0
14835,NSB-03,Late Night,25-34,Alberta,Existing,Treatment,60.7,1.4,108,48.87,0.4816,0.2847,0,1,0
14836,NSB-02,Summer Value,25-34,British Columbia,New,Control,72.6,8.83,800,155.86,0.4112,0.2873,1,0,0
14837,NSB-02,Summer Value,45-54,Alberta,Existing,Control,88.4,3.38,394,76.32,0.3997,0.225,0,0,0
14838,NSB-03,Late Night,18-24,Alberta,New,Treatment,73.2,5.17,443,120.19,0.5471,0.26,0,0,1
14839,NSB-01,Spring Launch,25-34,British Columbia,New,Treatment,65.3,3.44,271,87.99,0.4528,0.2977,0,0,0
14840,NSB-02,Summer Value,45-54,Alberta,Existing,Control,71.4,2.47,211,58.65,0.394,0.2151,0,0,0
14841,NSB-01,Spring Launch,25-34,British Columbia,New,Control,50.4,2.73,161,31.07,0.4169,0.2879,0,0,0
14842,NSB-02,Summer Value,35-44,Manitoba,New,Treatment,55.8,3.3,230,56.57,0.4338,0.2953,0,0,0
14843,NSB-01,Spring Launch,35-44,Manitoba,New,Treatment,70.4,1.64,144,44.73,0.5232,0.2972,1,0,0
14844,NSB-03,Late Night,18-24,Alberta,New,Treatment,68.6,7.42,617,152.96,0.4645,0.2626,0,0,0
14845,NSB-04,Family Meals,18-24,Ontario,Existing,Control,64.9,6.34,489,159.35,0.462,0.2124,0,0,0
14846,NSB-04,Family Meals,45-54,Manitoba,New,Control,68.3,3.02,253,43.95,0.371,0.2078,1,0,0
14847,NSB-02,Summer Value,25-34,Quebec,Existing,Treatment,62.5,2.5,180,43.15,0.5003,0.2848,0,0,1
14848,NSB-04,Family Meals,25-34,British Columbia,Existing,Control,48.6,5.0,277,78.42,0.4694,0.2284,0,0,0
14849,NSB-03,Late Night,35-44,British Columbia,Existing,Treatment,51.8,1.06,107,53.17,0.6001,0.2717,0,0,0
14850,NSB-02,Summer Value,25-34,British Columbia,Existing,Treatment,74.6,1.64,181,62.93,0.5138,0.2703,1,0,0
14851,NSB-04,Family Meals,35-44,British Columbia,Existing,Control,90.3,7.58,822,203.84,0.4341,0.2327,0,0,0
14852,NSB-03,Late Night,25-34,Quebec,New,Treatment,72.0,1.65,166,19.74,0.5445,0.3379,0,0,0
14853,NSB-03,Late Night,45-54,Ontario,Existing,Treatment,51.8,2.1,129,37.48,0.5055,0.2458,0,0,0
14854,NSB-01,Spring Launch,25-34,Ontario,New,Control,80.8,4.15,388,133.26,0.4481,0.2694,0,0,0
14855,NSB-02,Summer Value,25-34,Quebec,New,Control,66.1,1.05,84,49.88,0.4819,0.2848,0,0,0
14856,NSB-04,Family Meals,45-54,Alberta,Existing,Control,76.3,2.5,230,60.1,0.4115,0.263,0,0,0
14857,NSB-02,Summer Value,25-34,British Columbia,New,Treatment,66.9,1.28,94,28.45,0.4865,0.3094,0,0,0
14858,NSB-03,Late Night,25-34,Manitoba,New,Treatment,81.6,4.22,388,135.17,0.5641,0.3231,0,0,0
14859,NSB-03,Late Night,35-44,Manitoba,New,Treatment,77.4,3.24,295,57.5,0.5209,0.3195,0,0,0
14860,NSB-04,Family Meals,35-44,British Columbia,Existing,Treatment,46.3,2.21,120,15.8,0.4983,0.2486,0,0,0
14861,NSB-02,Summer Value,25-34,Alberta,New,Treatment,78.0,1.4,114,33.36,0.5071,0.3055,0,0,0
14862,NSB-03,Late Night,25-34,British Columbia,Existing,Control,67.1,3.49,259,81.38,0.4747,0.2393,1,0,0
14863,NSB-01,Spring Launch,35-44,Manitoba,Existing,Control,63.6,3.27,239,35.05,0.4916,0.2157,0,0,0
14864,NSB-03,Late Night,18-24,Quebec,New,Control,75.1,1.94,185,62.62,0.4734,0.1806,0,0,0
14865,NSB-03,Late Night,45-54,Ontario,Existing,Control,72.4,3.02,260,84.86,0.4586,0.214,1,0,0
14866,NSB-01,Spring Launch,18-24,Ontario,Existing,Control,56.6,2.96,198,51.09,0.3884,0.1917,0,0,0
14867,NSB-03,Late Night,45-54,Alberta,New,Control,71.8,3.05,264,68.17,0.4412,0.2045,1,0,0
14868,NSB-02,Summer Value,25-34,British Columbia,New,Control,43.2,6.05,302,49.57,0.4379,0.1949,0,0,0
14869,NSB-01,Spring Launch,18-24,Alberta,New,Control,78.6,4.67,451,135.45,0.3954,0.2327,0,0,0
14870,NSB-02,Summer Value,25-34,Ontario,New,Control,71.6,6.06,531,134.27,0.3986,0.2448,0,0,0
14871,NSB-01,Spring Launch,25-34,Ontario,Existing,Control,72.7,1.7,146,38.12,0.4534,0.2702,0,0,0
14872,NSB-02,Summer Value,18-24,Quebec,New,Control,58.3,3.49,247,71.88,0.4653,0.253,0,0,0
14873,NSB-02,Summer Value,25-34,Alberta,New,Treatment,95.0,2.51,284,66.7,0.3924,0.2858,0,0,0
14874,NSB-03,Late Night,45-54,Alberta,New,Control,81.4,1.99,209,49.41,0.3989,0.2233,0,0,0
14875,NSB-03,Late Night,18-24,British Columbia,New,Control,62.5,5.38,377,98.23,0.4068,0.2628,0,0,0
14876,NSB-03,Late Night,45-54,Ontario,New,Control,74.2,1.11,104,11.63,0.4565,0.2175,0,0,0
14877,NSB-01,Spring Launch,18-24,Alberta,Existing,Treatment,73.5,3.45,298,77.52,0.4633,0.2471,0,0,0
14878,NSB-04,Family Meals,35-44,Manitoba,New,Treatment,71.5,1.45,127,29.85,0.4716,0.2669,0,0,0
14879,NSB-03,Late Night,45-54,Manitoba,Existing,Treatment,20.0,5.94,138,30.74,0.4144,0.3049,0,0,0
14880,NSB-01,Spring Launch,45-54,Manitoba,New,Control,69.7,2.56,214,31.22,0.4236,0.2678,0,0,0
14881,NSB-04,Family Meals,18-24,Alberta,New,Treatment,80.7,4.16,407,100.34,0.4544,0.2583,0,1,0
14882,NSB-01,Spring Launch,35-44,Alberta,Existing,Treatment,58.0,2.79,189,39.22,0.4959,0.2794,0,0,0
14883,NSB-03,Late Night,18-24,Quebec,New,Treatment,42.4,9.35,495,130.22,0.4615,0.2686,0,0,0
14884,NSB-02,Summer Value,25-34,Ontario,Existing,Treatment,57.5,3.28,232,69.66,0.5851,0.2615,0,0,0
14885,NSB-02,Summer Value,35-44,Manitoba,New,Control,67.1,2.48,205,53.58,0.4627,0.2338,0,0,0
14886,NSB-04,Family Meals,25-34,Quebec,Existing,Treatment,91.7,1.5,160,20.53,0.49,0.2804,0,0,0
14887,NSB-02,Summer Value,25-34,Ontario,New,Treatment,68.5,1.08,74,26.43,0.4875,0.3277,0,0,0
14888,NSB-01,Spring Launch,18-24,Ontario,Existing,Control,56.8,1.78,162,56.93,0.4282,0.239,0,0,0
14889,NSB-04,Family Meals,18-24,Alberta,Existing,Treatment,81.4,5.45,565,132.0,0.4685,0.2585,0,0,0
14890,NSB-04,Family Meals,18-24,Ontario,Existing,Control,60.9,1.39,88,26.46,0.4479,0.1994,0,0,0
14891,NSB-03,Late Night,45-54,Quebec,Existing,Treatment,44.9,4.33,200,35.56,0.5212,0.2553,0,0,0
14892,NSB-02,Summer Value,18-24,Ontario,Existing,Control,53.8,7.37,489,105.18,0.4752,0.2017,0,0,0
14893,NSB-01,Spring Launch,35-44,Alberta,Existing,Control,74.8,2.11,192,38.38,0.4391,0.2413,0,0,0
14894,NSB-04,Family Meals,35-44,Quebec,Existing,Control,52.8,2.94,170,56.89,0.3626,0.2236,0,0,0
14895,NSB-01,Spring Launch,35-44,Ontario,New,Control,80.3,5.57,513,124.29,0.4405,0.2586,0,0,0
14896,NSB-01,Spring Launch,35-44,Quebec,New,Control,93.1,4.82,511,161.54,0.4669,0.2307,0,0,0
14897,NSB-02,Summer Value,35-44,Ontario,Existing,Control,86.4,1.74,169,43.97,0.408,0.2223,0,0,0
14898,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,58.0,7.04,502,154.17,0.5049,0.3375,0,0,0
14899,NSB-01,Spring Launch,25-34,Alberta,Existing,Control,47.1,3.65,224,44.14,0.453,0.2534,0,0,0
14900,NSB-02,Summer Value,45-54,Ontario,New,Treatment,32.4,3.63,163,46.15,0.4894,0.2466,0,0,0
14901,NSB-01,Spring Launch,45-54,Alberta,Existing,Control,59.2,1.17,85,21.94,0.4496,0.2329,0,0,1
14902,NSB-01,Spring Launch,35-44,Alberta,New,Treatment,34.2,1.0,33,8.0,0.4954,0.2703,0,0,0
14903,NSB-01,Spring Launch,18-24,Ontario,New,Control,70.9,2.66,199,25.67,0.3927,0.2094,1,0,0
14904,NSB-01,Spring Launch,25-34,Alberta,Existing,Treatment,88.6,5.22,594,202.53,0.4815,0.2749,0,0,0
14905,NSB-03,Late Night,25-34,Manitoba,New,Control,70.5,5.59,466,99.14,0.4517,0.2506,0,0,0
14906,NSB-04,Family Meals,35-44,Quebec,New,Control,57.6,4.27,290,65.89,0.4826,0.2528,0,0,0
14907,NSB-02,Summer Value,35-44,Quebec,New,Control,84.4,5.03,491,133.43,0.4243,0.2191,0,0,0
14908,NSB-02,Summer Value,25-34,Manitoba,New,Treatment,56.7,1.28,84,11.81,0.5047,0.2954,0,0,0
14909,NSB-01,Spring Launch,35-44,Ontario,Existing,Treatment,60.0,1.0,58,15.22,0.4974,0.2733,1,0,1
14910,NSB-01,Spring Launch,18-24,Alberta,Existing,Control,62.9,1.46,88,8.0,0.4349,0.2291,0,1,0
14911,NSB-01,Spring Launch,35-44,Ontario,Existing,Treatment,52.3,3.96,232,77.75,0.5174,0.3046,0,0,0
14912,NSB-02,Summer Value,25-34,Ontario,Existing,Control,64.5,1.66,108,19.05,0.4289,0.234,0,0,0
14913,NSB-03,Late Night,35-44,Manitoba,Existing,Treatment,81.5,1.0,103,20.13,0.4938,0.3183,0,0,1
14914,NSB-03,Late Night,18-24,Manitoba,New,Treatment,65.7,1.96,115,19.05,0.4931,0.2666,1,0,0
14915,NSB-02,Summer Value,18-24,Quebec,Existing,Control,44.8,2.82,146,26.44,0.4419,0.2302,0,0,0
14916,NSB-01,Spring Launch,18-24,Quebec,New,Control,67.3,3.52,282,62.54,0.5035,0.2525,0,0,0
14917,NSB-04,Family Meals,45-54,British Columbia,New,Treatment,72.0,1.62,127,25.67,0.4707,0.2454,0,0,0
14918,NSB-02,Summer Value,35-44,Quebec,New,Control,59.8,3.61,260,42.49,0.481,0.2686,0,0,0
14919,NSB-03,Late Night,25-34,Alberta,New,Treatment,63.1,2.18,171,30.15,0.5721,0.3329,0,0,0
14920,NSB-02,Summer Value,35-44,Quebec,New,Control,83.0,2.78,264,73.17,0.4286,0.2889,0,0,0
14921,NSB-03,Late Night,35-44,Ontario,New,Treatment,60.7,3.59,264,49.59,0.5452,0.2725,0,0,0
14922,NSB-04,Family Meals,35-44,Ontario,Existing,Control,70.2,3.86,339,58.11,0.4145,0.1857,0,0,0
14923,NSB-04,Family Meals,25-34,British Columbia,New,Treatment,68.7,1.0,52,14.59,0.509,0.3312,0,0,0
14924,NSB-02,Summer Value,18-24,Ontario,New,Treatment,41.5,3.98,172,63.47,0.4198,0.2568,0,0,0
14925,NSB-02,Summer Value,25-34,Ontario,Existing,Control,47.9,3.99,221,44.3,0.4098,0.2211,0,0,0
14926,NSB-01,Spring Launch,18-24,Ontario,New,Treatment,63.3,3.89,293,64.16,0.4391,0.2599,1,0,0
14927,NSB-04,Family Meals,35-44,Manitoba,Existing,Control,74.9,1.31,106,37.38,0.4199,0.2519,0,0,1
14928,NSB-02,Summer Value,25-34,Quebec,New,Treatment,90.7,1.29,148,33.71,0.4887,0.3359,0,0,0
14929,NSB-01,Spring Launch,25-34,Alberta,New,Treatment,41.5,2.21,119,40.12,0.4746,0.3076,0,0,0
14930,NSB-02,Summer Value,25-34,Quebec,Existing,Control,43.2,5.01,235,69.57,0.4125,0.2131,0,0,0
14931,NSB-01,Spring Launch,18-24,Quebec,New,Control,63.8,3.49,298,83.04,0.4815,0.2667,0,0,0
14932,NSB-02,Summer Value,45-54,Ontario,Existing,Control,73.9,1.0,106,34.6,0.4114,0.2349,0,0,0
14933,NSB-03,Late Night,45-54,British Columbia,New,Treatment,51.1,1.67,123,28.18,0.4532,0.3017,0,0,0
14934,NSB-02,Summer Value,18-24,Quebec,Existing,Treatment,70.4,2.76,243,50.26,0.4217,0.2619,0,0,0
14935,NSB-01,Spring Launch,45-54,Quebec,Existing,Control,78.0,1.27,90,26.75,0.429,0.2638,1,0,0
14936,NSB-04,Family Meals,25-34,Alberta,Existing,Treatment,77.2,3.59,329,109.29,0.4572,0.2697,0,0,0
14937,NSB-03,Late Night,35-44,Alberta,New,Control,95.0,2.32,275,80.72,0.4646,0.2517,0,0,0
14938,NSB-04,Family Meals,18-24,Quebec,Existing,Treatment,55.9,4.75,320,76.66,0.481,0.2698,0,0,0
14939,NSB-02,Summer Value,18-24,British Columbia,Existing,Control,29.6,6.34,231,52.58,0.4337,0.2397,0,0,0
14940,NSB-03,Late Night,45-54,Ontario,Existing,Treatment,54.5,4.08,271,59.81,0.5336,0.2403,0,0,0
14941,NSB-02,Summer Value,45-54,Alberta,New,Control,80.1,1.0,128,24.89,0.432,0.2261,0,0,0
14942,NSB-01,Spring Launch,25-34,British Columbia,New,Control,82.0,2.91,306,85.11,0.4975,0.2863,0,0,0
14943,NSB-01,Spring Launch,45-54,Ontario,Existing,Treatment,40.6,1.13,36,8.0,0.4418,0.2907,0,0,0
14944,NSB-02,Summer Value,35-44,British Columbia,New,Treatment,87.3,2.1,215,68.08,0.4665,0.3162,0,0,0
14945,NSB-01,Spring Launch,18-24,Manitoba,New,Treatment,41.2,1.92,89,14.93,0.5273,0.2388,0,0,0
14946,NSB-04,Family Meals,25-34,Ontario,New,Control,59.7,3.9,308,110.8,0.5006,0.2785,0,0,0
14947,NSB-01,Spring Launch,18-24,Alberta,New,Control,73.0,2.42,217,71.79,0.4089,0.24,0,0,0
14948,NSB-02,Summer Value,35-44,Quebec,Existing,Treatment,59.2,1.0,70,32.99,0.4039,0.235,0,0,0
14949,NSB-02,Summer Value,45-54,Manitoba,New,Control,72.8,2.15,178,47.68,0.4177,0.2337,0,0,0
14950,NSB-02,Summer Value,35-44,Manitoba,New,Treatment,58.6,2.63,180,54.11,0.4775,0.2659,0,0,0
14951,NSB-03,Late Night,35-44,Alberta,New,Control,67.6,2.64,197,72.67,0.402,0.2678,0,0,0
14952,NSB-01,Spring Launch,35-44,Ontario,Existing,Treatment,45.4,5.43,318,75.37,0.5483,0.2938,0,0,1
